Tx_0 RSSI,Tx_0 Batt,Tx_0 Time,Tx_1 RSSI,Tx_1 Batt,Tx_1 Time,Tx_2 RSSI,Tx_2 Batt,Tx_2 Time,Tx_3 RSSI,Tx_3 Batt,Tx_3 Time,Tx_4 RSSI,Tx_4 Batt,Tx_4 Time,Tx_5 RSSI,Tx_5 Batt,Tx_5 Time,Tx_6 RSSI,Tx_6 Batt,Tx_6 Time,Tx_7 RSSI,Tx_7 Batt,Tx_7 Time
-72,4.11,14-29-30,-69,4.09,14-29-31,-70,4.07,14-29-33,-67,4.09,14-29-34,-70,4.05,14-29-37,-63,3.96,14-29-39,-75,4.1,14-29-40,-68,4.07,14-29-42
-73,4.1,14-29-45,-66,4.11,14-29-47,-69,4.09,14-29-48,-67,4.08,14-29-50,-68,4.09,14-29-52,-62,4.02,14-29-53,-73,-2.0,14-29-58,-68,4.06,14-30-00
-73,4.1,14-30-01,-68,4.11,14-30-04,-68,4.07,14-30-05,-65,4.09,14-30-06,-65,4.09,14-30-08,-63,4.01,14-30-09,-75,4.11,14-30-11,-68,-2.0,14-30-17
-71,4.1,14-30-18,-68,4.1,14-30-20,-70,-2.0,14-30-25,-66,4.09,14-30-26,-67,4.08,14-30-29,-64,3.83,14-30-30,-70,4.1,14-30-32,-69,4.06,14-30-34
-70,-2.0,14-30-39,-69,4.1,14-30-42,-70,4.08,14-30-45,-65,4.09,14-30-47,-69,-2.0,14-30-52,-65,-2.0,14-30-58,-69,4.11,14-31-00,-71,4.06,14-31-01
-73,4.11,14-31-04,-69,4.11,14-31-05,-73,4.08,14-31-07,-62,4.09,14-31-08,-66,4.09,14-31-09,-64,4.01,14-31-10,-69,4.11,14-31-11,-69,4.06,14-31-13
-71,4.1,14-31-14,-67,-2.0,14-31-19,-75,4.08,14-31-20,-68,4.07,14-31-23,-67,-2.0,14-31-29,-68,3.95,14-31-31,-68,4.09,14-31-32,-68,4.06,14-31-34
-70,-2.0,14-31-39,-68,4.11,14-31-41,-71,-2.0,14-31-47,-63,4.08,14-31-48,-65,4.08,14-31-49,-63,-2.0,14-31-55,-69,4.09,14-31-56,-71,-2.0,14-32-03
-71,-2.0,14-32-09,-66,4.1,14-32-10,-73,4.09,14-32-13,-63,4.09,14-32-14,-65,4.08,14-32-17,-64,4.02,14-32-19,-73,4.09,14-32-20,-72,4.07,14-32-22
-72,-2.0,14-32-27,-66,-2.0,14-32-33,-71,4.08,14-32-36,-64,4.09,14-32-39,-67,4.09,14-32-42,-63,4.01,14-32-44,-77,4.11,14-32-45,-75,4.01,14-32-47
-71,4.1,14-32-49,-65,-2.0,14-32-55,-71,-2.0,14-33-00,-63,4.07,14-33-01,-66,4.08,14-33-03,-64,-2.0,14-33-09,-79,4.09,14-33-11,-76,4.05,14-33-13
-71,4.09,14-33-14,-66,4.11,14-33-15,-73,4.09,14-33-17,-65,4.09,14-33-19,-66,4.08,14-33-20,-64,-2.0,14-33-26,-69,4.11,14-33-27,-82,4.07,14-33-31
-71,4.11,14-33-32,-65,4.11,14-33-34,-72,4.07,14-33-36,-63,4.08,14-33-37,-67,4.08,14-33-39,-63,4.01,14-33-41,-71,4.11,14-33-43,-75,4.06,14-33-45
-72,4.11,14-33-47,-66,4.11,14-33-49,-71,4.01,14-33-51,-62,4.08,14-33-52,-65,4.08,14-33-54,-70,4.0,14-33-56,-68,4.11,14-33-59,-74,4.06,14-34-00
-71,4.09,14-34-02,-66,4.1,14-34-04,-69,4.09,14-34-05,-62,4.09,14-34-06,-66,4.08,14-34-08,-65,-2.0,14-34-15,-72,4.11,14-34-16,-72,4.06,14-34-17
-71,4.11,14-34-20,-65,4.11,14-34-21,-70,4.08,14-34-24,-64,4.09,14-34-27,-67,4.07,14-34-29,-65,3.93,14-34-31,-71,4.11,14-34-33,-73,4.06,14-34-34
-71,4.11,14-34-36,-65,4.11,14-34-37,-70,4.08,14-34-39,-64,4.09,14-34-41,-65,4.07,14-34-42,-69,-2.0,14-34-47,-70,4.11,14-34-49,-72,4.06,14-34-50
-71,4.06,14-34-51,-67,4.11,14-34-53,-71,4.08,14-34-55,-64,4.09,14-34-57,-66,4.07,14-34-58,-63,4.0,14-35-00,-68,4.11,14-35-01,-72,4.06,14-35-02
-71,4.09,14-35-05,-66,4.11,14-35-06,-71,4.07,14-35-08,-63,-2.0,14-35-13,-66,4.08,14-35-15,-64,-2.0,14-35-20,-73,4.1,14-35-21,-70,4.06,14-35-23
-72,4.11,14-35-24,-67,4.11,14-35-25,-70,4.09,14-35-28,-64,4.08,14-35-29,-67,4.09,14-35-30,-64,4.01,14-35-32,-72,-2.0,14-35-38,-72,4.06,14-35-39
